uid,fighter_id,SDBL,SDBA,SDB_ACC,SDHL,SDHA,SDH_ACC,SDLL,SDLA,SDL_ACC,TSL,TSA,TS_ACC,SSL,SSA,SS_ACC,KD,SCBL,SCBA,SCB_ACC,SCHL,SCHA,SCH_ACC,SCLL,SCLA,SCL_ACC,RV,SR,TDA,TDL,TDS,TD_ACC,SGBL,SGBA,SGB_ACC,SGHL,SGHA,SGH_ACC,SGLL,SGLA,SGL_ACC,AD,ADTB,ADHG,ADTM,ADTS,SM,TSLL,TSLA,SL_ACC,TSBL,TSBA,SB_ACC,TSHL,TSHA,SH_ACC
s:3301~l:3321~e:600055021~c:401808380,4694832,3,5,0.6,13,33,0.39,3,3,1.0,29,55,0.53,26,52,0.5,2,1,1,1.0,5,8,0.62,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,0,3,3,1.0,4,6,0.67,19,43,0.44
s:3301~l:3321~e:600047773~c:401693510,4694832,5,10,0.5,17,38,0.45,2,2,1.0,80,117,0.68,32,65,0.49,0,2,2,1.0,6,13,0.46,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,2,2,1.0,7,12,0.58,23,51,0.45
s:3301~l:3321~e:600055021~c:401801205,5212852,19,28,0.68,13,43,0.3,21,23,0.91,79,137,0.58,66,113,0.58,0,5,7,0.71,3,5,0.6,2,3,0.67,0,0.000,3,2,0,0.67,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,23,26,0.88,24,35,0.69,19,52,0.37
s:3301~l:3321~e:600055021~c:401801206,5220468,1,1,1.0,4,12,0.33,1,2,0.5,13,25,0.52,7,16,0.44,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0.5,1,1,1.0,5,13,0.38
s:3301~l:3321~e:600055021~c:401801207,5290796,13,16,0.81,16,32,0.5,1,1,1.0,49,72,0.68,41,63,0.65,1,1,1,1.0,5,6,0.83,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,5,7,0.71,0,0,0.0,0,0,0,0,0,0,1,1,1.0,14,17,0.82,26,45,0.58
s:3301~l:3321~e:600036495~c:401592855,4801725,1,1,1.0,2,5,0.4,1,1,1.0,17,21,0.81,4,8,0.5,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,3,1,1,1.0,1,2,0.5,2,5,0.4
s:3301~l:3321~e:600055020~c:401793731,5287948,4,18,0.22,7,38,0.18,9,11,0.82,28,77,0.36,25,73,0.34,0,2,3,0.67,0,0,0.0,0,0,0.0,0,0.000,2,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,11,0.82,9,24,0.38,7,38,0.18
s:3301~l:3321~e:600055020~c:401793732,5264471,9,12,0.75,30,158,0.19,16,16,1.0,59,194,0.3,57,191,0.3,0,0,1,0.0,2,4,0.5,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,16,16,1.0,9,13,0.69,32,162,0.2
s:3301~l:3321~e:600055020~c:401808378,5149437,0,0,0.0,5,10,0.5,0,0,0.0,28,36,0.78,7,13,0.54,0,1,1,1.0,1,2,0.5,0,0,0.0,0,0.000,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,6,12,0.5
s:3301~l:3321~e:600036499~c:401597329,5149437,0,1,0.0,25,55,0.45,0,1,0.0,67,102,0.66,48,82,0.59,0,5,5,1.0,18,20,0.9,0,0,0.0,0,0.000,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,5,6,0.83,43,75,0.57
s:3301~l:3321~e:600055020~c:401793734,5265556,1,2,0.5,0,4,0.0,0,0,0.0,5,20,0.25,4,18,0.22,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0.000,6,6,0,1.0,0,0,0.0,3,12,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0.5,3,16,0.19
s:3301~l:3321~e:600055020~c:401793735,5147207,11,13,0.85,45,105,0.43,2,2,1.0,84,164,0.51,65,132,0.49,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0.000,7,4,0,0.57,0,0,0.0,6,11,0.55,0,0,0.0,0,0,0,0,0,0,2,2,1.0,12,14,0.86,51,116,0.44
s:3301~l:3321~e:600036500~c:401604871,5147207,1,1,1.0,7,18,0.39,0,0,0.0,29,46,0.63,18,34,0.53,0,1,1,1.0,6,9,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,5,0.6,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,2,1.0,16,32,0.5
s:3301~l:3321~e:401033277~c:265480,4290956,0,0,0.0,1,2,0.5,0,0,0.0,10,14,0.71,10,14,0.71,1,0,0,0.0,6,9,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,10,14,0.71
s:3301~l:3321~e:401128921~c:268453,4424224,2,3,0.67,14,34,0.41,0,0,0.0,27,50,0.54,20,42,0.48,0,2,2,1.0,2,3,0.67,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,0.0,4,5,0.8,16,37,0.43
s:3301~l:3321~e:600010081~c:401370332,4875511,7,12,0.58,64,170,0.38,0,0,0.0,94,208,0.45,78,191,0.41,0,5,5,1.0,2,4,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,12,17,0.71,66,174,0.38
s:3301~l:3321~e:600036496~c:401591005,5149439,7,10,0.7,59,218,0.27,27,35,0.77,109,286,0.38,100,275,0.36,0,4,5,0.8,3,7,0.43,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,27,35,0.77,11,15,0.73,62,225,0.28
s:3301~l:3321~e:600021771~c:401445834,4867356,3,5,0.6,6,23,0.26,4,5,0.8,15,35,0.43,15,35,0.43,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,3,5,0.6,8,25,0.32
s:3301~l:3321~e:600010081~c:401380950,4867356,6,11,0.55,17,51,0.33,7,10,0.7,36,79,0.46,36,79,0.46,0,0,0,0.0,2,2,1.0,0,0,0.0,0,0.000,3,2,0,0.67,0,0,0.0,4,5,0.8,0,0,0.0,0,0,0,0,0,0,7,10,0.7,6,11,0.55,23,58,0.4
s:3301~l:3321~e:600021773~c:401445836,5074131,0,1,0.0,6,28,0.21,2,2,1.0,13,37,0.35,13,37,0.35,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,5,6,0.83,0,0,0.0,0,0,0,0,0,0,2,2,1.0,0,1,0.0,11,34,0.32
s:3301~l:3321~e:600047778~c:401717099,5145681,18,21,0.86,23,44,0.52,6,6,1.0,48,74,0.65,48,74,0.65,1,0,0,0.0,0,2,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,18,21,0.86,24,47,0.51
s:3301~l:3321~e:600036495~c:401581385,5145681,28,40,0.7,32,104,0.31,9,11,0.82,73,161,0.45,71,159,0.45,0,1,2,0.5,1,1,1.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,9,11,0.82,29,42,0.69,33,106,0.31
s:3301~l:3321~e:600047774~c:401690353,5211225,14,16,0.88,50,84,0.6,6,7,0.86,137,191,0.72,98,144,0.68,0,4,4,1.0,12,19,0.63,0,0,0.0,1,0.000,2,1,0,0.5,2,2,1.0,10,12,0.83,0,0,0.0,0,0,0,0,0,0,6,7,0.86,20,22,0.91,72,115,0.63
s:3301~l:3321~e:600036496~c:401591004,4426305,4,5,0.8,92,211,0.44,5,9,0.56,103,228,0.45,103,228,0.45,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,5,9,0.56,4,5,0.8,94,214,0.44
s:3301~l:3321~e:600008643~c:401361999,4426305,9,14,0.64,100,181,0.55,13,13,1.0,127,213,0.6,126,212,0.59,0,0,0,0.0,2,2,1.0,0,0,0.0,1,0.000,0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,13,13,1.0,9,14,0.64,104,185,0.56
s:3301~l:3321~e:401128923~c:268319,4426305,12,15,0.8,73,268,0.27,7,7,1.0,93,292,0.32,92,290,0.32,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,7,1.0,12,15,0.8,73,268,0.27
s:3301~l:3321~e:401128923~c:268321,4426312,20,35,0.57,37,129,0.29,37,41,0.9,110,226,0.49,108,223,0.48,0,1,1,1.0,0,0,0.0,1,1,1.0,0,0.000,5,4,0,0.8,1,1,1.0,11,15,0.73,0,0,0.0,1,0,0,1,0,0,38,42,0.9,22,37,0.59,48,144,0.33
s:3301~l:3321~e:600008644~c:401363912,4863327,22,23,0.96,63,165,0.38,16,17,0.94,121,225,0.54,115,219,0.53,0,6,6,1.0,3,3,1.0,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,5,5,1.0,0,0,0.0,0,0,0,0,0,0,16,17,0.94,28,29,0.97,71,173,0.41
s:3301~l:3321~e:600036498~c:401597252,4884877,5,7,0.71,12,38,0.32,12,14,0.86,29,59,0.49,29,59,0.49,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,12,14,0.86,5,7,0.71,12,38,0.32
s:3301~l:3321~e:600047780~c:401724479,5212748,4,5,0.8,26,52,0.5,0,0,0.0,46,79,0.58,39,69,0.57,1,3,3,1.0,3,4,0.75,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,3,5,0.6,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,8,0.88,32,61,0.52
s:3301~l:3321~e:600008642~c:401362150,4710386,0,1,0.0,31,86,0.36,10,16,0.62,166,243,0.68,80,150,0.53,0,4,5,0.8,16,21,0.76,0,0,0.0,0,0.000,3,2,0,0.67,1,1,1.0,18,20,0.9,0,0,0.0,0,0,0,0,0,2,10,16,0.62,5,7,0.71,65,127,0.51
s:3301~l:3321~e:600047776~c:401703290,4239113,0,0,0.0,5,11,0.45,1,1,1.0,11,20,0.55,9,17,0.53,0,2,4,0.5,0,0,0.0,0,0,0.0,0,0.000,3,2,0,0.67,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,2,1,1,1.0,2,4,0.5,6,12,0.5
s:3301~l:3321~e:600047777~c:401716183,5212856,1,2,0.5,19,39,0.49,7,7,1.0,29,53,0.55,29,53,0.55,1,1,2,0.5,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,0,7,7,1.0,2,4,0.5,20,42,0.48
s:3301~l:3321~e:600022209~c:401467662,4921516,0,0,0.0,25,67,0.37,1,1,1.0,26,68,0.38,26,68,0.38,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,1.0,0,0,0.0,25,67,0.37
s:3301~l:3321~e:401128926~c:270163,3023804,7,9,0.78,22,67,0.33,3,3,1.0,57,108,0.53,54,105,0.51,1,5,5,1.0,13,15,0.87,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,4,6,0.67,0,0,0.0,0,0,0,0,0,0,3,3,1.0,12,14,0.86,39,88,0.44
s:3301~l:3321~e:600022211~c:401451172,2223033,1,3,0.33,1,6,0.17,1,2,0.5,24,46,0.52,18,37,0.49,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0.000,1,0,0,0.0,0,0,0.0,15,26,0.58,0,0,0.0,0,0,0,0,0,0,1,2,0.5,1,3,0.33,16,32,0.5
s:3301~l:3321~e:401033270~c:265465,2223033,0,2,0.0,4,11,0.36,1,1,1.0,5,14,0.36,5,14,0.36,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,2,0.0,4,11,0.36
s:3301~l:3321~e:401033270~c:265464,2984770,8,10,0.8,66,99,0.67,2,3,0.67,84,120,0.7,84,120,0.7,1,1,1,1.0,2,2,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,5,5,1.0,0,0,0.0,0,0,0,0,0,0,2,3,0.67,9,11,0.82,73,106,0.69
s:3301~l:3321~e:600008641~c:401357137,2959422,13,16,0.81,4,8,0.5,9,9,1.0,138,182,0.76,65,77,0.84,1,7,7,1.0,0,0,0.0,0,0,0.0,1,0.000,1,0,0,0.0,1,1,1.0,31,36,0.86,0,0,0.0,0,0,0,0,0,0,9,9,1.0,21,24,0.88,35,44,0.8
s:3301~l:3321~e:600036492~c:401577731,5143888,0,0,0.0,1,3,0.33,0,0,0.0,41,62,0.66,6,16,0.38,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,5,13,0.38,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,6,16,0.38
s:3301~l:3321~e:401033282~c:265441,4339145,20,31,0.65,48,115,0.42,6,6,1.0,77,156,0.49,77,155,0.5,0,3,3,1.0,0,0,0.0,0,0,0.0,0,0.000,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,23,34,0.68,48,115,0.42
s:3301~l:3321~e:600010081~c:401380950,4877915,6,6,1.0,30,48,0.62,3,4,0.75,44,64,0.69,41,61,0.67,1,2,2,1.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,4,0.75,8,8,1.0,30,49,0.61
s:3301~l:3321~e:600047779~c:401718431,5149961,2,3,0.67,6,14,0.43,3,3,1.0,65,85,0.76,55,72,0.76,0,0,0,0.0,4,5,0.8,0,0,0.0,0,0.000,8,7,0,0.88,0,0,0.0,39,46,0.85,1,1,1.0,0,0,0,0,0,0,4,4,1.0,2,3,0.67,49,65,0.75
s:3301~l:3321~e:401223624~c:401252310,4038116,8,11,0.73,41,90,0.46,15,16,0.94,88,144,0.61,66,122,0.54,1,0,0,0.0,2,4,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,15,16,0.94,8,11,0.73,43,95,0.45
s:3301~l:3321~e:600047773~c:401693508,4001837,1,1,1.0,3,8,0.38,0,1,0.0,28,36,0.78,15,23,0.65,1,3,3,1.0,3,3,1.0,1,1,1.0,0,0.000,0,0,0,0.0,0,0,0.0,4,6,0.67,0,0,0.0,0,0,0,0,0,0,1,2,0.5,4,4,1.0,10,17,0.59
s:3301~l:3321~e:600008644~c:401363913,4001837,7,8,0.88,24,39,0.62,11,12,0.92,115,147,0.78,78,106,0.74,0,7,9,0.78,2,3,0.67,0,0,0.0,0,0.000,4,3,0,0.75,5,5,1.0,22,30,0.73,0,0,0.0,0,0,0,0,0,0,11,12,0.92,19,22,0.86,48,72,0.67
s:3301~l:3321~e:401223625~c:401256294,3897242,1,6,0.17,40,143,0.28,1,3,0.33,42,153,0.27,42,153,0.27,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,3,0.33,1,6,0.17,40,144,0.28
s:3301~l:3321~e:600047774~c:401698247,5144006,27,42,0.64,57,142,0.4,14,23,0.61,105,218,0.48,102,215,0.47,0,1,1,1.0,3,7,0.43,0,0,0.0,0,0.000,7,3,0,0.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,14,23,0.61,28,43,0.65,60,149,0.4
s:3301~l:3321~e:600036332~c:401567319,5144006,0,0,0.0,1,3,0.33,1,1,1.0,2,4,0.5,2,4,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0.0,1,3,0.33
s:3301~l:3321~e:600036493~c:401577735,4900808,8,10,0.8,24,68,0.35,4,6,0.67,71,145,0.49,58,129,0.45,0,2,2,1.0,0,1,0.0,0,0,0.0,0,0.000,9,4,0,0.44,0,0,0.0,20,42,0.48,0,0,0.0,0,0,0,0,0,0,4,6,0.67,10,12,0.83,44,111,0.4
s:3301~l:3321~e:401222724~c:401239998,4684474,1,1,1.0,0,3,0.0,0,0,0.0,20,25,0.8,19,23,0.83,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,18,19,0.95,0,0,0.0,2,1,0,0,1,0,0,0,0.0,1,1,1.0,18,22,0.82
s:3301~l:3321~e:600036492~c:401577732,5144320,3,5,0.6,1,6,0.17,0,0,0.0,4,11,0.36,4,11,0.36,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,5,0.6,1,6,0.17
s:3301~l:3321~e:600008642~c:401361175,4875506,12,19,0.63,39,147,0.27,12,17,0.71,87,208,0.42,64,185,0.35,0,0,0,0.0,1,2,0.5,0,0,0.0,0,0.000,4,1,0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,12,17,0.71,12,19,0.63,40,149,0.27
s:3301~l:3321~e:401221630~c:401232278,4683395,1,2,0.5,14,43,0.33,9,11,0.82,30,65,0.46,24,58,0.41,0,0,0,0.0,0,2,0.0,0,0,0.0,1,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,9,11,0.82,1,2,0.5,14,45,0.31
s:3301~l:3321~e:400966346~c:265533,4205093,4,6,0.67,21,37,0.57,0,0,0.0,27,45,0.6,27,45,0.6,2,0,0,0.0,2,2,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,6,0.67,23,39,0.59
s:3301~l:3321~e:401033270~c:265467,3943695,19,30,0.63,39,121,0.32,23,29,0.79,87,199,0.44,83,190,0.44,0,0,0,0.0,1,5,0.2,0,0,0.0,0,0.000,3,0,0,0.0,0,1,0.0,1,4,0.25,0,0,0.0,0,0,0,0,0,0,23,29,0.79,19,31,0.61,41,130,0.32
s:3301~l:3321~e:600047773~c:401690352,4738749,0,0,0.0,4,12,0.33,0,0,0.0,51,66,0.77,38,49,0.78,1,11,12,0.92,18,20,0.9,3,3,1.0,0,0.000,3,2,0,0.67,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,4,4,1.0,11,12,0.92,23,33,0.7
s:3301~l:3321~e:600047624~c:401686960,4691323,5,7,0.71,15,44,0.34,7,7,1.0,28,59,0.47,28,59,0.47,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,7,1.0,5,7,0.71,16,45,0.36
s:3301~l:3321~e:600036495~c:401571754,4691323,3,4,0.75,13,48,0.27,4,5,0.8,20,57,0.35,20,57,0.35,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,3,4,0.75,13,48,0.27
s:3301~l:3321~e:401074498~c:265419,3020408,8,10,0.8,60,92,0.65,16,16,1.0,108,158,0.68,105,154,0.68,0,2,3,0.67,8,11,0.73,0,0,0.0,0,0.000,10,1,0,0.1,0,0,0.0,11,22,0.5,0,0,0.0,0,0,0,0,0,0,16,16,1.0,10,13,0.77,79,125,0.63
s:3301~l:3321~e:401221629~c:401231039,4686565,1,1,1.0,0,0,0.0,0,0,0.0,23,32,0.72,4,8,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,1,1,1.0,2,6,0.33,0,0,0.0,3,1,2,0,0,1,0,0,0.0,2,2,1.0,2,6,0.33
s:3301~l:3321~e:600008643~c:401348176,4869426,4,6,0.67,21,72,0.29,10,15,0.67,92,168,0.55,53,121,0.44,0,1,1,1.0,2,6,0.33,0,0,0.0,0,0.000,8,4,0,0.5,0,0,0.0,15,21,0.71,0,0,0.0,0,0,0,0,0,0,10,15,0.67,5,7,0.71,38,99,0.38
s:3301~l:3321~e:401074498~c:265423,3955778,2,3,0.67,13,49,0.27,3,3,1.0,39,92,0.42,36,89,0.4,2,2,3,0.67,0,1,0.0,1,1,1.0,0,0.000,0,0,0,0.0,0,1,0.0,15,28,0.54,0,0,0.0,0,0,0,0,0,0,4,4,1.0,4,7,0.57,28,78,0.36
s:3301~l:3321~e:600036500~c:401604873,5044438,26,30,0.87,38,112,0.34,7,8,0.88,93,181,0.51,80,166,0.48,0,4,5,0.8,5,9,0.56,0,0,0.0,0,0.000,12,7,0,0.58,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0,0,0,1,7,9,0.78,30,35,0.86,43,122,0.35
s:3301~l:3321~e:600021771~c:401463239,5044438,8,20,0.4,51,144,0.35,15,17,0.88,87,202,0.43,74,181,0.41,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,15,17,0.88,8,20,0.4,51,144,0.35
s:3301~l:3321~e:600010080~c:401370310,3249894,21,32,0.66,32,107,0.3,10,10,1.0,100,199,0.5,77,166,0.46,0,6,6,1.0,6,7,0.86,0,0,0.0,0,0.000,8,0,0,0.0,0,0,0.0,2,4,0.5,0,0,0.0,0,0,0,0,0,1,10,10,1.0,27,38,0.71,40,118,0.34
s:3301~l:3321~e:401223625~c:401256295,4689229,1,2,0.5,2,13,0.15,2,4,0.5,10,25,0.4,10,25,0.4,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,5,6,0.83,0,0,0.0,0,0,0,0,0,0,2,4,0.5,1,2,0.5,7,19,0.37
s:3301~l:3321~e:600008642~c:401361175,4828707,15,24,0.62,87,193,0.45,3,4,0.75,113,232,0.49,108,227,0.48,0,1,1,1.0,1,4,0.25,1,1,1.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,16,25,0.64,88,197,0.45
s:3301~l:3321~e:600022212~c:401451173,5061870,0,0,0.0,1,1,1.0,0,0,0.0,5,7,0.71,5,7,0.71,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,4,6,0.67,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,5,7,0.71
s:3301~l:3321~e:600021772~c:401460091,5061870,0,0,0.0,0,0,0.0,0,0,0.0,2,3,0.67,2,3,0.67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,2,2,0,1.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0,0.0,2,3,0.67
s:3301~l:3321~e:600022210~c:401482232,5088886,5,5,1.0,51,138,0.37,18,20,0.9,86,178,0.48,81,172,0.47,1,0,0,0.0,7,8,0.88,0,0,0.0,1,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,18,20,0.9,5,5,1.0,58,147,0.39
s:3301~l:3321~e:600036495~c:401581383,5146229,3,6,0.5,6,19,0.32,1,1,1.0,11,31,0.35,11,31,0.35,1,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,4,0.25,0,0,0.0,0,0,0,0,0,0,1,1,1.0,3,6,0.5,7,24,0.29
s:3301~l:3321~e:401128921~c:268457,4249193,2,4,0.5,14,32,0.44,5,5,1.0,51,75,0.68,39,62,0.63,1,4,4,1.0,11,14,0.79,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0,0,0,0,5,5,1.0,6,8,0.75,28,49,0.57
s:3301~l:3321~e:401033284~c:265456,4249193,3,5,0.6,30,82,0.37,5,10,0.5,115,203,0.57,98,183,0.54,0,1,3,0.33,13,16,0.81,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,46,67,0.69,0,0,0.0,1,0,0,1,0,0,5,10,0.5,4,8,0.5,89,165,0.54
s:3301~l:3321~e:400972138~c:265525,4249193,1,3,0.33,9,43,0.21,2,3,0.67,27,71,0.38,17,55,0.31,0,1,2,0.5,0,0,0.0,0,0,0.0,2,0.000,3,0,0,0.0,0,0,0.0,4,4,1.0,0,0,0.0,3,1,1,0,1,0,2,3,0.67,2,5,0.4,13,47,0.28
s:3301~l:3321~e:401222724~c:401239996,2989380,7,7,1.0,3,12,0.25,10,11,0.91,60,88,0.68,27,42,0.64,0,0,0,0.0,0,2,0.0,0,0,0.0,1,0.000,3,2,0,0.67,0,0,0.0,7,10,0.7,0,0,0.0,10,2,1,4,3,7,10,11,0.91,7,7,1.0,10,24,0.42
s:3301~l:3321~e:400966348~c:265549,4063869,2,8,0.25,17,58,0.29,13,16,0.81,78,141,0.55,48,104,0.46,0,4,5,0.8,4,5,0.8,0,0,0.0,0,0.000,7,2,0,0.29,0,0,0.0,8,12,0.67,0,0,0.0,3,2,1,0,0,0,13,16,0.81,6,13,0.46,29,75,0.39
s:3301~l:3321~e:600022207~c:401466055,5077399,4,11,0.36,22,97,0.23,28,34,0.82,78,169,0.46,57,146,0.39,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,1,28,34,0.82,4,11,0.36,25,101,0.25
s:3301~l:3321~e:600008640~c:401351343,4881999,4,6,0.67,13,29,0.45,0,0,0.0,37,65,0.57,20,40,0.5,0,0,0,0.0,2,3,0.67,0,0,0.0,0,0.000,0,0,0,0.0,1,1,1.0,0,1,0.0,0,0,0.0,0,0,0,0,0,3,0,0,0.0,5,7,0.71,15,33,0.45
s:3301~l:3321~e:401128922~c:268459,4566991,0,0,0.0,4,12,0.33,0,0,0.0,37,52,0.71,4,12,0.33,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,4,12,0.33
s:3301~l:3321~e:401033282~c:265443,4354421,8,11,0.73,8,25,0.32,3,3,1.0,206,284,0.73,81,124,0.65,0,12,13,0.92,1,2,0.5,0,0,0.0,2,0.000,3,0,0,0.0,0,0,0.0,49,70,0.7,0,0,0.0,11,7,2,2,0,3,3,3,1.0,20,24,0.83,58,97,0.6
